name,categories,lat,long
Taste Of Bengal,Indian Restaurant,51.34847532048418,-0.09450601596904563
Gurkha Spice,Indian Restaurant,51.35328342218441,-0.09858036529049008
Todays Cafe,Breakfast Spot,51.353697249999996,-0.0978157
Michael Brown,Bakery,51.35213464675643,-0.09748675506103478
Selsdon Spice,Indian Restaurant,51.347187,-0.053382
McDermott's,Fish & Chips Shop,51.35106319387014,-0.03817555854834322
Planet Spice,Indian Restaurant,51.35179984665917,-0.0381234796488896
BP,Gas Station,51.35344,-0.037696
One Delivery Croydon,Burger Joint,51.34726048440122,-0.04314064979553222
Capone's Pizza Parlour,Pizza Place,51.35191089308671,-0.03806591033935547
