Code_x,Obese%
E05000341,0.20921985815602837
E05000342,0.226890756302521
E05000343,0.12681159420289856
E05000344,0.23694779116465864
E05000345,0.24520255863539445
E05000346,0.2825
E05000347,0.2257142857142857
E05000348,0.16923076923076924
E05000349,0.13333333333333333
E05000350,0.26573426573426573
E05000351,0.25935828877005346
E05000352,0.24208566108007448
E05000353,0.2713004484304933
E05000354,0.25671641791044775
E05000355,0.2942528735632184
E05000356,0.22797927461139897
E05000357,0.2455795677799607
E05000358,0.22193211488250653
E05000359,0.24733096085409254
E05000360,0.16568047337278108
E05000361,0.2736842105263158
E05000362,0.2071611253196931
E05000363,0.15807560137457044
E05000364,0.2359249329758713
E05000365,0.1568627450980392
E05000366,0.234375
E05000367,0.22916666666666666
E05000368,0.21885521885521886
E05000369,0.22676579925650558
E05000370,0.22485207100591717
E05000371,0.2716417910447761
E05000372,0.15668202764976957
E05000373,0.17665615141955837
E05000374,0.19601328903654486
E05000375,0.2878338278931751
E05000376,0.1576923076923077
E05000377,0.24382716049382716
E05000378,0.22180451127819548
E05000379,0.21808510638297873
E05000380,0.22857142857142856
E05000381,0.2413793103448276
E05009388,0.2125
E05009389,0.21579762519359835
E05009390,0.21428571428571427
E05009391,0.21138211382113822
E05009392,0.21710526315789475
E05009393,0.21579762519359835
E05009394,0.24774774774774774
E05009395,0.19491525423728814
E05009396,0.2048611111111111
E05009397,0.15625
E05009398,0.18181818181818182
E05009399,0.2565789473684211
E05009400,0.21579762519359835
E05009401,0.21579762519359835
E05009402,0.23880597014925373
E05009403,0.3333333333333333
E05009404,0.1686746987951807
E05009405,0.18627450980392157
E05000400,0.205607476635514
E05000401,0.08585858585858586
E05000402,0.13069908814589665
E05000403,0.12054794520547946
E05000404,0.23809523809523808
E05000405,0.24610591900311526
E05000406,0.21393034825870647
E05000407,0.12666666666666668
E05000408,0.18902439024390244
E05000409,0.1958041958041958
E05000410,0.16382252559726962
E05000411,0.14814814814814814
E05000412,0.08737864077669903
E05000413,0.09844559585492228
E05000414,0.15181518151815182
E05000415,0.1162079510703364
E05000416,0.2222222222222222
E05000417,0.20234604105571846
E05000418,0.2023121387283237
E05000419,0.2445414847161572
E05000420,0.2434325744308231
E05000421,0.32608695652173914
E05000422,0.27455919395465994
E05000423,0.19540229885057472
E05000424,0.21333333333333335
E05000425,0.2857142857142857
E05000426,0.2522255192878338
E05000427,0.2389937106918239
E05000428,0.20912547528517111
E05000429,0.25669642857142855
E05000430,0.2087227414330218
E05000431,0.2386634844868735
E05000432,0.20943952802359883
E05000433,0.26575342465753427
E05000434,0.18181818181818182
E05000435,0.2709551656920078
E05000436,0.2773109243697479
E05000437,0.28169014084507044
E05000438,0.22556390977443608
E05000439,0.24813895781637718
E05000440,0.2350230414746544
E05000441,0.19602272727272727
E05000442,0.2672268907563025
E05000443,0.27017543859649124
E05000444,0.2202970297029703
E05000445,0.2420814479638009
E05000446,0.2684563758389262
E05000447,0.18803418803418803
E05000448,0.25257731958762886
E05000449,0.27472527472527475
E05000450,0.23972602739726026
E05000451,0.20051413881748073
E05000452,0.2749445676274945
E05000453,0.23404255319148937
E05000454,0.24878836833602586
E05000455,0.14746543778801843
E05000456,0.22
E05000457,0.17258883248730963
E05000458,0.24010554089709762
E05000459,0.11920529801324503
E05000460,0.2696335078534031
E05000461,0.2716049382716049
E05000462,0.20585922139205662
E05000463,0.25477707006369427
E05000464,0.2349570200573066
E05000465,0.1814814814814815
E05000466,0.11462450592885376
E05000467,0.2620192307692308
E05000468,0.24213836477987422
E05000469,0.11827956989247312
E05000470,0.21772151898734177
E05000471,0.17142857142857143
E05000472,0.20585922139205662
E05000473,0.18
E05000474,0.13302752293577982
E05000475,0.21398305084745764
E05000476,0.29074074074074074
E05000477,0.2954954954954955
E05000478,0.27798507462686567
E05000479,0.26522593320235754
E05000480,0.2613138686131387
E05000481,0.24891774891774893
E05000482,0.2654600301659125
E05000483,0.24312896405919662
E05000484,0.27702702702702703
E05000485,0.2581888246628131
E05000486,0.20773930753564154
E05000487,0.2653333333333333
E05000488,0.2605042016806723
E05000489,0.23728813559322035
E05000490,0.2760511882998172
E05000491,0.31353135313531355
E05000492,0.23044397463002114
E05000493,0.2431561996779388
E05000494,0.27218934911242604
E05000495,0.21428571428571427
E05000496,0.21513002364066194
E05000497,0.17886178861788618
E05000498,0.27387387387387385
E05000499,0.15602836879432624
E05000500,0.2314487632508834
E05000501,0.20875420875420875
E05000502,0.1865671641791045
E05000503,0.2647058823529412
E05000504,0.26264591439688717
E05000505,0.2249488752556237
E05000506,0.26171875
E05000507,0.2570621468926554
E05000508,0.23118279569892472
E05000509,0.12315270935960591
E05000510,0.22375
E05000511,0.2128146453089245
E05000512,0.2611464968152866
E05000513,0.13793103448275862
E05000514,0.24557522123893805
E05000515,0.1858974358974359
E05000516,0.14655172413793102
E05000517,0.0759493670886076
E05000518,0.08960573476702509
E05000519,0.13191489361702127
E05000520,0.14583333333333334
E05000521,0.19742489270386265
E05000522,0.10144927536231885
E05000523,0.18885448916408668
E05000524,0.12608695652173912
E05000525,0.11330049261083744
E05000526,0.11160714285714286
E05000527,0.08914728682170543
E05000528,0.09868421052631579
E05000529,0.08695652173913043
E05000530,0.05928853754940711
E05000531,0.07567567567567568
E05000532,0.10803324099722991
E05000533,0.14545454545454545
E05000534,0.2744479495268139
E05000535,0.3169164882226981
E05000536,0.22784810126582278
E05000537,0.2326388888888889
E05000538,0.24719101123595505
E05000539,0.19306930693069307
E05000540,0.35
E05000541,0.30193236714975846
E05000542,0.2714285714285714
E05000543,0.31648351648351647
E05000544,0.26649076517150394
E05000545,0.24795640326975477
E05000546,0.3013698630136986
E05000547,0.196875
E05000548,0.24056603773584906
E05000549,0.3159722222222222
E05000550,0.2963917525773196
E05000551,0.23880597014925373
E05000552,0.23204419889502761
E05000553,0.29210526315789476
E05000554,0.11971830985915492
E05000555,0.20408163265306123
E05000556,0.21813031161473087
E05000557,0.1722689075630252
E05000558,0.13074204946996468
E05000559,0.14566929133858267
E05000560,0.12542372881355932
E05000561,0.1069182389937107
E05000562,0.26526315789473687
E05000563,0.20297029702970298
E05000564,0.20640569395017794
E05000565,0.20186335403726707
E05000566,0.18229166666666666
E05000567,0.17154811715481172
E05000568,0.23986486486486486
E05000569,0.1568627450980392
E05000570,0.2450592885375494
E05000571,0.22774869109947643
E05000572,0.18235294117647058
E05009317,0.23946037099494097
E05009318,0.2532894736842105
E05009319,0.24802110817941952
E05009320,0.22832369942196531
E05009321,0.3108108108108108
E05009322,0.21832358674463936
E05009323,0.25547445255474455
E05009324,0.26521739130434785
E05009325,0.2454160789844852
E05009326,0.2746478873239437
E05009327,0.2961876832844575
E05009328,0.2557077625570776
E05009329,0.25635103926096997
E05009330,0.18421052631578946
E05009331,0.25933609958506226
E05009332,0.26903553299492383
E05009333,0.24773413897280966
E05009334,0.265625
E05009335,0.27058823529411763
E05009336,0.25219941348973607
E05000590,0.24
E05000591,0.2512437810945274
E05000592,0.22718052738336714
E05000593,0.17777777777777778
E05000594,0.19692307692307692
E05000595,0.22781065088757396
E05000596,0.30793650793650795
E05000597,0.19767441860465115
E05000598,0.18085106382978725
E05000599,0.24415584415584415
E05000600,0.26763110307414106
E05000601,0.2570694087403599
E05000602,0.20414201183431951
E05000603,0.23577235772357724
E05000604,0.22593320235756384
E05000605,0.17770034843205576
E05000606,0.25
E05000607,0.24213075060532688
E05000608,0.23413566739606126
E05000609,0.24369747899159663
E05000610,0.15591397849462366
E05000611,0.16
E05000612,0.2153846153846154
E05000613,0.15263157894736842
E05000614,0.2119205298013245
E05000615,0.19029126213592232
E05000616,0.21818181818181817
E05000617,0.26713947990543735
E05000618,0.19101123595505617
E05000619,0.08415841584158416
E05000620,0.26022304832713755
E05000621,0.21689497716894976
E05000622,0.2423076923076923
E05000623,0.2413793103448276
E05000624,0.16521739130434782
E05000625,0.13636363636363635
E05000626,0.2033898305084746
E05000627,0.1717171717171717
E05000628,0.20843091334894615
E05000629,0.20677966101694914
E05000630,0.23170731707317074
E05000631,0.21978021978021978
E05000632,0.3404255319148936
E05000633,0.2692307692307692
E05000634,0.26200873362445415
E05000635,0.29449838187702265
E05000636,0.21428571428571427
E05000637,0.25918541726003985
E05000638,0.22764227642276422
E05000639,0.21341463414634146
E05000640,0.2524752475247525
E05000641,0.25918541726003985
E05000642,0.29156626506024097
E05000643,0.20833333333333334
E05000644,0.2608695652173913
E05000645,0.32
E05000646,0.24848484848484848
E05000647,0.25225225225225223
E05000648,0.26558891454965355
E05000649,0.23880597014925373
