Code_x,Obese%
E05009288,0.23214285714285715
E05009297,0.23214285714285715
E05009302,0.23214285714285715
E05009308,0.23214285714285715
E05000026,0.2471655328798186
E05000027,0.25995316159250587
E05000028,0.2925851703406814
E05000029,0.24585635359116023
E05000030,0.215625
E05000031,0.2651356993736952
E05000032,0.2898832684824903
E05000033,0.25164113785557984
E05000034,0.26018099547511314
E05000035,0.24885844748858446
E05000036,0.24305555555555555
E05000037,0.2653061224489796
E05000038,0.30174563591022446
E05000039,0.26961770623742454
E05000040,0.2457831325301205
E05000041,0.27889447236180903
E05000042,0.22826086956521738
E05000043,0.16489361702127658
E05000044,0.2531446540880503
E05000045,0.16939890710382513
E05000046,0.2602739726027397
E05000047,0.19501133786848074
E05000048,0.22171945701357465
E05000049,0.1731266149870801
E05000050,0.17092337917485265
E05000051,0.11581920903954802
E05000052,0.125
E05000053,0.1643598615916955
E05000054,0.20566037735849058
E05000055,0.1912442396313364
E05000056,0.1608187134502924
E05000057,0.18220338983050846
E05000058,0.16923076923076924
E05000059,0.17941176470588235
E05000060,0.19469026548672566
E05000061,0.14501510574018128
E05000062,0.1649746192893401
E05000063,0.20833333333333334
E05000064,0.24848484848484848
E05000065,0.2837209302325581
E05000066,0.2
E05000067,0.15789473684210525
E05000068,0.237012987012987
E05000069,0.1423487544483986
E05000070,0.26649076517150394
E05000071,0.19559228650137742
E05000072,0.25396825396825395
E05000073,0.22916666666666666
E05000074,0.22969187675070027
E05000075,0.29906542056074764
E05000076,0.2492753623188406
E05000077,0.22422680412371135
E05000078,0.1744186046511628
E05000079,0.2275711159737418
E05000080,0.22488038277511962
E05000081,0.14410480349344978
E05000082,0.2199074074074074
E05000083,0.18396226415094338
E05000084,0.28
E05000085,0.1884920634920635
E05000086,0.25147347740667975
E05000087,0.2290909090909091
E05000088,0.21942446043165467
E05000089,0.2668112798264642
E05000090,0.21226415094339623
E05000091,0.2930513595166163
E05000092,0.2707317073170732
E05000093,0.21575342465753425
E05000094,0.257847533632287
E05000095,0.21649484536082475
E05000096,0.209375
E05000097,0.23829787234042554
E05000098,0.17378048780487804
E05000099,0.21507760532150777
E05000100,0.2648648648648649
E05000101,0.25902335456475584
E05000102,0.2718676122931442
E05000103,0.26609442060085836
E05000104,0.2039911308203991
E05000105,0.2668213457076566
E05000106,0.12539184952978055
E05000107,0.14144736842105263
E05000108,0.17819706498951782
E05000109,0.1329639889196676
E05000110,0.11279826464208242
E05000111,0.1551155115511551
E05000112,0.165374677002584
E05000113,0.1330049261083744
E05000114,0.22178217821782178
E05000115,0.18253968253968253
E05000116,0.23809523809523808
E05000117,0.15441176470588236
E05000118,0.15139442231075698
E05000119,0.12048192771084337
E05000120,0.1518987341772152
E05000121,0.2265193370165746
E05000122,0.19527896995708155
E05000123,0.2521551724137931
E05000124,0.09523809523809523
E05000125,0.14871794871794872
E05000126,0.11678832116788321
E05000127,0.11952191235059761
E05000128,0.18681318681318682
E05000129,0.2826086956521739
E05000130,0.16587677725118483
E05000131,0.2028985507246377
E05000132,0.2057142857142857
E05000133,0.2139957009792214
E05000134,0.23355263157894737
E05000135,0.2139957009792214
E05000136,0.2594594594594595
E05000137,0.1350210970464135
E05000138,0.2553191489361702
E05000139,0.19256756756756757
E05000140,0.22082018927444794
E05000141,0.21212121212121213
E05000142,0.2613981762917933
E05000143,0.2446351931330472
E05000144,0.2222222222222222
E05000145,0.15976331360946747
E05000146,0.21606648199445982
E05000147,0.23191489361702128
E05000148,0.24420677361853832
E05000149,0.2549618320610687
E05000150,0.17403314917127072
E05000151,0.19680851063829788
E05000152,0.19063545150501673
E05000153,0.24838709677419354
E05000154,0.24561403508771928
E05000155,0.1783625730994152
E05000156,0.14698795180722893
E05000157,0.27832512315270935
E05000158,0.23504273504273504
E05000159,0.1685082872928177
E05000160,0.12534059945504086
E05000161,0.26986754966887416
E05000162,0.1541501976284585
E05000163,0.2
E05000164,0.23423423423423423
E05000165,0.26655629139072845
E05000166,0.23690205011389523
E05000167,0.1992110453648915
E05000168,0.248
E05000169,0.23615635179153094
E05000170,0.19437340153452684
E05000171,0.19247787610619468
E05000172,0.23388581952117865
E05000173,0.15053763440860216
E05000174,0.20952380952380953
E05000175,0.2609603340292276
E05000176,0.22565320665083136
E05000177,0.23630672926447574
E05000178,0.24536082474226803
E05000179,0.1840277777777778
E05000180,0.18568665377176016
E05000181,0.23597678916827852
E05000182,0.13125
E05000183,0.248
E05000184,0.24866785079928952
E05000185,0.21901528013582344
E05000186,0.2310838445807771
E05000187,0.24448897795591182
E05000188,0.26903553299492383
E05000189,0.2326007326007326
E05000190,0.2465753424657534
E05000191,0.1797752808988764
E05000192,0.18518518518518517
E05000193,0.21142857142857144
E05000194,0.22375690607734808
E05000195,0.24444444444444444
E05000196,0.20634920634920634
E05000197,0.30078125
E05000198,0.270392749244713
E05000199,0.26685393258426965
E05000200,0.11721611721611722
E05000201,0.26947040498442365
E05000202,0.19428571428571428
E05000203,0.2431561996779388
E05000204,0.27586206896551724
E05000205,0.22549019607843138
E05000206,0.29577464788732394
E05000207,0.2137546468401487
E05000208,0.17488789237668162
E05000209,0.21798365122615804
E05000210,0.20631067961165048
E05000211,0.2575107296137339
E05000212,0.30109204368174725
E05000213,0.19343065693430658
E05000214,0.2876923076923077
E05000215,0.21910112359550563
E05000216,0.2642857142857143
E05000217,0.2185792349726776
E05000218,0.16056338028169015
E05000219,0.2426470588235294
E05000220,0.2440318302387268
E05000221,0.24686940966010734
E05000222,0.25217391304347825
E05000223,0.24121779859484777
E05000224,0.25
E05000225,0.20317460317460317
E05000226,0.25295109612141653
E05000227,0.22670025188916876
E05000228,0.2889963724304716
E05000229,0.265527950310559
E05000230,0.2413793103448276
E05009367,0.2653061224489796
E05009368,0.24468085106382978
E05009369,0.16714697406340057
E05009370,0.23195876288659795
E05009371,0.30409356725146197
E05009372,0.25671641791044775
E05009373,0.2572178477690289
E05009374,0.308252427184466
E05009375,0.28273809523809523
E05009376,0.236318407960199
E05009377,0.3048327137546468
E05009378,0.27102803738317754
E05009379,0.2545454545454545
E05009380,0.22062350119904076
E05009381,0.2
E05009382,0.3271889400921659
E05009383,0.23746701846965698
E05009384,0.2755102040816326
E05009385,0.23577235772357724
E05009386,0.289002557544757
E05009387,0.3236514522821577
E05000250,0.23841059602649006
E05000251,0.21639344262295082
E05000252,0.2532467532467532
E05000253,0.21843003412969283
E05000254,0.2
E05000255,0.2111111111111111
E05000256,0.22992700729927007
E05000257,0.19491525423728814
E05000258,0.2598870056497175
E05000259,0.1267605633802817
E05000260,0.23376623376623376
E05000261,0.13106796116504854
E05000262,0.27472527472527475
E05000263,0.28076923076923077
E05000264,0.24342105263157895
E05000265,0.28211009174311924
E05000266,0.09859154929577464
E05000267,0.22792022792022792
E05000268,0.2643171806167401
E05000269,0.11594202898550725
E05000270,0.0924170616113744
E05000271,0.2594142259414226
E05000272,0.14893617021276595
E05000273,0.17220543806646527
E05000274,0.10245901639344263
E05000275,0.3128834355828221
E05000276,0.3049645390070922
E05000277,0.27596439169139464
E05000278,0.2857142857142857
E05000279,0.18099547511312217
E05000280,0.28498727735368956
E05000281,0.2883031301482702
E05000282,0.2657894736842105
E05000283,0.2694394213381555
E05000284,0.2349570200573066
E05000285,0.1589041095890411
E05000286,0.2
E05000287,0.2057877813504823
E05000288,0.20535714285714285
E05000289,0.23045267489711935
E05000290,0.20496894409937888
E05000291,0.22272727272727272
E05000292,0.16981132075471697
E05000293,0.20074349442379183
E05000294,0.2231638418079096
E05000295,0.2177121771217712
E05000296,0.24193548387096775
E05000297,0.12796208530805686
E05000298,0.1520912547528517
E05000299,0.23756906077348067
E05000300,0.17897727272727273
E05000301,0.22727272727272727
E05000302,0.22343324250681199
E05000303,0.15853658536585366
E05000304,0.2328767123287671
E05000305,0.20640569395017794
E05000306,0.2191780821917808
E05000307,0.19047619047619047
E05000308,0.2340966921119593
E05000309,0.1958762886597938
E05000310,0.21875
E05000311,0.16723549488054607
E05000312,0.17101449275362318
E05000313,0.22171945701357465
E05000314,0.24830699774266365
E05000315,0.16795865633074936
E05000316,0.21774193548387097
E05000317,0.11590296495956873
E05000318,0.23969072164948454
E05000319,0.21012658227848102
E05000320,0.18489583333333334
E05000321,0.23110151187904968
E05000322,0.22727272727272727
E05000323,0.13506493506493505
E05000324,0.27121771217712176
E05000325,0.22628951747088186
E05000326,0.1791907514450867
E05000327,0.16666666666666666
E05000328,0.20776699029126214
E05000329,0.12094395280235988
E05000330,0.185
E05000331,0.2318840579710145
E05000332,0.19595959595959597
E05000333,0.1326530612244898
E05000334,0.14854111405835543
E05000335,0.13855421686746988
E05000336,0.20640569395017794
E05000337,0.23183925811437403
E05000338,0.19346049046321526
E05000339,0.23007246376811594
E05000340,0.1457725947521866
