URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Ofsted_Rating,RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code)
100034,202,Camden,3370.0,Kentish Town Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,236.0,1,Has Special Classes,19-01-2017,235.0,135.0,100.0,23,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,05-12-2017,0,Not applicable,15-02-2018,Islip Street,,,London,,NW5 2TU,http://www.kentishtown.camden.sch.uk/,2074851279.0,Mr,James Vincent,Humphries,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,PD - Physical Disability,,,,,,,,,,,,Resource Provision,21.0,21.0,,,H,London,E09000007,Camden,E05000139,Kentish Town,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529113.0,185066.0,,Camden 003,Camden 003C,,,,,,999,,,2,South Central & North West London,,5090705.0,,E02000168,E01000921
100035,202,Camden,3391.0,Rosary Roman Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,360.0,2,No Special Classes,19-01-2017,334.0,165.0,165.0,19.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,07-02-2017,0,Not applicable,16-09-2017,238 Haverstock Hill,Hampstead,,London,,NW3 2AE,http://www.rosary.camden.sch.uk/,2077946292.0,Ms,Isobel,Gaffney,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000135,Hampstead Town,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,527199.0,185281.0,,Camden 008,Camden 008E,,,,,,999,,,1,South Central & North West London,,5105233.0,,E02000173,E01000898
100036,202,Camden,3398.0,St Alban's Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,195.0,2,No Special Classes,19-01-2017,219.0,85.0,135.0,33.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,10-01-2014,0,Not applicable,20-07-2018,Baldwins Gardens,Holborn,,London,,EC1N 7SD,www.stalbanscamden.co.uk,2072428585.0,Miss,Rebecca,Hughes,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,OTH - Other Difficulty/Disability,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,,,,,,,,SEN Unit,,,33.0,33.0,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,531156.0,181834.0,,Camden 027,Camden 027C,,,,,,999,,,2,South Central & North West London,,5090637.0,,E02000192,E01000917
100037,202,Camden,3400.0,St Aloysius Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,450.0,2,No Special Classes,19-01-2017,398.0,205.0,195.0,33.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,21-03-2018,0,Not applicable,18-06-2018,Aldenham Street,,,London,,NW1 1PS,http://www.acps.camden.sch.uk/,2073873551.0,Ms,Clare,McFlynn,Executive Head,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529505.0,183062.0,,Camden 022,Camden 022D,,,,,,999,,,-1,South Central & North West London,,5090614.0,,E02000187,E01000955
100039,202,Camden,3429.0,St Dominic's Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,336.0,2,No Special Classes,19-01-2017,278.0,155.0,125.0,40.8,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,03-05-2018,0,Not applicable,30-07-2018,Southampton Road,,,London,,NW5 4JS,http://www.stdominics.camden.sch.uk/,2074855918.0,,Jennifer,O'Prey,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000134,Gospel Oak,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,527842.0,185252.0,,Camden 006,Camden 006D,,,,,,999,,,1,South Central & North West London,,5131187.0,,E02000171,E01000892
100040,202,Camden,3441.0,St George the Martyr Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,222.0,2,No Special Classes,19-01-2017,217.0,105.0,110.0,21.2,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,15-11-2013,0,Not applicable,12-07-2018,John's Mews,,,London,,WC1N 2NX,http://www.stgeorge.camden.sch.uk/,2074055640.0,Mr,Adam,Young,Head of School,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,530763.0,182065.0,,Camden 027,Camden 027D,,,,,,999,,,2,South Central & North West London,,5109944.0,,E02000192,E01000920
100041,202,Camden,3482.0,St Josephs Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,236.0,2,No Special Classes,19-01-2017,220.0,115.0,105.0,23.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,27-02-2014,0,Not applicable,16-09-2017,Macklin Street,Covent Garden,,London,,WC2B 5NA,http://www.stjosephs.camden.sch.uk/,2072427712.0,Miss,Helen,Tyler,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,530415.0,181368.0,,Camden 028,Camden 028C,,,,,,999,,,2,South Central & North West London,,5090710.0,,E02000193,E01000918
100042,202,Camden,3517.0,St Mary's Kilburn Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210.0,2,No Special Classes,19-01-2017,228.0,120.0,110.0,26.3,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,28-11-2017,0,Not applicable,15-02-2018,Quex Road,Kilburn,,London,,NW6 4PG,http://www.stmarykilburn.camden.sch.uk/,2073726565.0,Mrs,Juliette,Jackson,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000140,Kilburn,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,525389.0,183932.0,,Camden 020,Camden 020C,,,,,,999,,,1,South Central & North West London,,5060998.0,,E02000185,E01000933
100043,202,Camden,3521.0,St Mary and St Pancras Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,234.0,2,No Special Classes,19-01-2017,235.0,115.0,120.0,31.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,17-11-2011,0,Not applicable,16-09-2017,81 Werrington Street,,,London,,NW1 1QP,www.stmp.camden.sch.uk,2073876117.0,,Jules,Belton,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529495.0,183146.0,,Camden 022,Camden 022C,,,,,,999,,,2,South Central & North West London,,5083198.0,,E02000187,E01000954
100044,202,Camden,3546.0,St Michael's Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210.0,2,No Special Classes,19-01-2017,176.0,75.0,100.0,44.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10046787.0,,Not applicable,07-12-2016,0,Not applicable,16-09-2017,88 Camden Street,,,London,,NW1 0JA,www.stmichaels.camden.sch.uk/,2074858965.0,Ms,Clare,Dyson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000130,Camden Town with Primrose Hill,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529204.0,183886.0,,Camden 019,Camden 019B,,,,,,999,,,1,South Central & North West London,,5090687.0,,E02000184,E01000861
100045,202,Camden,3560.0,St Patrick's Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,210.0,2,No Special Classes,19-01-2017,230.0,130.0,100.0,30.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,03-03-2016,0,Not applicable,16-09-2017,Holmes Road,,,London,,NW5 3AH,http://www.stpatricks.camden.sch.uk/,2072671200.0,Mr,Sean,Cranitch,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000139,Kentish Town,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,528861.0,185010.0,,Camden 007,Camden 007E,,,,,,999,,,1,South Central & North West London,,5090698.0,,E02000172,E01000922
100046,202,Camden,3568.0,St Paul's Church of England Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210.0,2,No Special Classes,19-01-2017,208.0,105.0,105.0,14.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,04-10-2016,0,Not applicable,01-05-2018,Elsworthy Road,Primrose Hill,,London,,NW3 3DS,http://www.stpauls.camden.sch.uk/,2077227381.0,Mr,Clive,Hale,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000144,Swiss Cottage,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,527498.0,184129.0,,Camden 017,Camden 017D,,,,,,999,,,1,South Central & North West London,,5114710.0,,E02000182,E01000967
100047,202,Camden,3649.0,St Eugene de Mazenod Roman Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4.0,11.0,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,210.0,2,No Special Classes,19-01-2017,210.0,100.0,110.0,32.9,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,08-12-2010,0,Not applicable,16-09-2017,Mazenod Avenue,,,London,,NW6 4LS,http://www.steugene.camden.sch.uk/,2076244837.0,Miss,Juliette,Jackson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000140,Kilburn,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,525360.0,183998.0,,Camden 020,Camden 020C,,,,,,999,,,2,South Central & North West London,,5144612.0,,E02000185,E01000933
100048,202,Camden,3655.0,Our Lady Roman Catholic Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,223.0,2,No Special Classes,19-01-2017,222.0,110.0,115.0,44.6,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,17-05-2017,0,Not applicable,30-10-2017,Pratt Street,Camden,,London,,NW1 0DP,https://www.ourladys.camden.sch.uk/,2074857997.0,Ms,Moya,Richardson,Associate Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000130,Camden Town with Primrose Hill,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529268.0,183862.0,,Camden 019,Camden 019B,,,,,,999,,,1,South Central & North West London,,5090619.0,,E02000184,E01000861
100049,202,Camden,4104.0,Haverstock School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1336.0,2,No Special Classes,19-01-2017,1147.0,675.0,470.0,40.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10002938.0,,Not applicable,24-01-2017,0,Not applicable,11-12-2017,24 Haverstock Hill,Chalk Farm,,London,,NW3 2BQ,http://www.haverstock.camden.sch.uk/,2072670975.0,Mr,James,Hadley,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000136,Haverstock,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,528159.0,184498.0,,Camden 012,Camden 012B,,,,,,999,,,-1,South Central & North West London,,10091822489.0,,E02000177,E01000902
100050,202,Camden,4166.0,Parliament Hill School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,2,Girls,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1163.0,2,No Special Classes,19-01-2017,1104.0,45.0,1060.0,23.2,0,Not applicable,,,Not applicable,,Not under a federation,,,10004992.0,,Not applicable,20-02-2018,0,Not applicable,16-04-2018,Highgate Road,,,London,,NW5 1RL,http://www.parliamenthill.camden.sch.uk/,2074857077.0,Ms,Sarah,Creasey,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000137,Highgate,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,528369.0,186019.0,,Camden 001,Camden 001D,,,,,,999,,,1,South Central & North West London,,5109911.0,,E02000166,E01000912
100051,202,Camden,4196.0,Regent High School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1550.0,2,No Special Classes,19-01-2017,881.0,485.0,395.0,39.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10005970.0,,Not applicable,31-01-2018,0,Not applicable,16-04-2018,Chalton Street,Camden,,London,,NW1 1RX,http://www.regenthighschool.org.uk/,2073870126.0,Mr,Gary,Moore,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,Urban major conurbation,E09000007,529555.0,183356.0,,Camden 022,Camden 022A,,,,,,999,,,1,South Central & North West London,,5002198.0,,E02000187,E01000952
100052,202,Camden,4275.0,Hampstead School,1,Community school,4,LA maintained schools,1,Open,0,Not applicable,,0,Not applicable,,4,Secondary,11.0,18.0,1,No boarders,No Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,1,Comprehensive (secondary),1302.0,2,No Special Classes,19-01-2017,1253.0,675.0,580.0,21.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10002876.0,,Not applicable,13-09-2016,0,Not applicable,16-09-2017,Westbere Road,Hampstead,,London,,NW2 3RT,http://www.hampsteadschool.org.uk/,2077948133.0,Mr,Jacques,Szemalikowski,Head,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,PD - Physical Disability,,,,,,,,,,,,,Resource Provision,,,,,H,London,E09000007,Camden,E05000132,Fortune Green,E14000727,Hampstead and Kilburn,A1,Urban major conurbation,E09000007,524402.0,185633.0,,Camden 005,Camden 005A,,,,,,999,,,1,South Central & North West London,,5090623.0,,E02000170,E01000871
