Ward_Code,Turnout
E05000064,0.4005227998838222
E05000065,0.35638156141753263
E05000066,0.4317464869515343
E05000067,0.43615043615043614
E05000068,0.47971602434077076
E05000069,0.4124277456647399
E05000070,0.35120089072689675
E05000072,0.38703650474274215
E05000071,0.3344700944386149
E05000073,0.4145981087470449
E05000074,0.39432914352528503
E05000075,0.3336764705882353
E05000076,0.42912315834644543
E05000077,0.3769835384843541
E05000078,0.4580798338032349
E05000079,0.29201588001764445
E05000080,0.39018012783265543
E05000083,0.4629552693532752
E05000081,0.46404303510758776
E05000082,0.40233485193621865
E05000084,0.3124701385570951
E05000106,0.4872043010752688
E05000107,0.4343464590507561
E05000108,0.41240186823015007
E05000109,0.44050162563864376
E05000110,0.5048347678248858
E05000111,0.45671424106677777
E05000112,0.49834553293893513
E05000113,0.4707465364297817
E05000114,0.3341772151898734
E05000115,0.30925057379503046
E05000116,0.4321944809461235
E05000117,0.4789489399820842
E05000118,0.5058024046001045
E05000119,0.4823876618431074
E05000120,0.4672832824953262
E05000121,0.3711273317112733
E05000122,0.4535047198232577
E05000123,0.4645024564107504
E05000124,0.5599955101582669
E05000125,0.44138718720797426
E05000126,0.5186834154873589
E05000127,0.4985289641878868
E05000085,0.474830491062256
E05000086,0.38753738783649055
E05000087,0.41843404028277975
E05000088,0.3864785733297844
E05000089,0.4154961486180335
E05000090,0.39522285151440534
E05000091,0.33972543037698844
E05000092,0.3986735445836404
E05000093,0.4240648379052369
E05000094,0.4218324765648624
E05000095,0.41096049125246203
E05000096,0.4032390564487736
E05000097,0.3918284617025816
E05000098,0.44094663987497207
E05000099,0.4077898180331221
E05000100,0.34176458872734516
E05000101,0.42430507695841946
E05000102,0.3714091614906832
E05000103,0.38176950225142997
E05000104,0.43646873357856014
E05000105,0.38250914670128644
E05000285,0.4704225352112676
E05000286,0.4282293468138885
E05000287,0.40913068844807465
E05000288,0.3900371747211896
E05000289,0.4181450357920946
E05000290,0.410535876475931
E05000291,0.47052785923753665
E05000292,0.5045683679899181
E05000293,0.44780635400907715
E05000294,0.41634659701951143
E05000295,0.4417336394948335
E05000296,0.41029327199539967
E05000297,0.45525534905513043
E05000298,0.5191256830601093
E05000299,0.42759134973900076
E05000300,0.48054171855541716
E05000301,0.41368563685636855
E05000302,0.42718880285884453
E05000303,0.4510313216195569
E05000304,0.4056968136466044
E05000305,0.4686166007905138
E05000043,0.414772132006286
E05000044,0.33730337078651684
E05000045,0.43991346673877774
E05000046,0.3433557611438183
E05000047,0.4337593184238552
E05000048,0.4186197213521979
E05000049,0.5021625817899523
E05000050,0.4577354395273122
E05000051,0.49722927730316324
E05000052,0.5404946653734238
E05000053,0.44324122479462286
E05000054,0.45171094101755965
E05000055,0.41901202849468644
E05000056,0.5183397683397684
E05000057,0.44676367285499247
E05000058,0.44931650893796005
E05000059,0.471881390593047
E05000060,0.44899060779445105
E05000061,0.47089104056869713
E05000062,0.39066250600096014
E05000063,0.44661016949152543
E05000128,0.42656100560185817
E05000129,0.39174127535172665
E05000130,0.43198691330061656
E05000131,0.43439968915943533
E05000132,0.4269225607301033
E05000133,0.41750334672021416
E05000134,0.4573204419889503
E05000135,0.46009234828496043
E05000136,0.4267491302667182
E05000137,0.5320022656471255
E05000138,0.40673472093331564
E05000139,0.4828982898289829
E05000140,0.3926178904505451
E05000141,0.39902880107166777
E05000142,0.3977637835753759
E05000143,0.401961889728267
E05000144,0.40939329430548166
E05000145,0.4340183533669381
E05000026,0.3644260323399706
E05000027,0.27671097981290005
E05000028,0.31632383966244726
E05000029,0.3443163097199341
E05000030,0.30597014925373134
E05000031,0.3156297420333839
E05000032,0.35718128025820334
E05000033,0.2813746548020865
E05000034,0.29546531837573076
E05000035,0.4249432463110102
E05000036,0.2729545075820696
E05000037,0.2828406506909218
E05000038,0.29140532293609084
E05000039,0.34203695220644376
E05000040,0.2899017555161862
E05000041,0.30728751395311754
E05000042,0.34242181234963914
E09000001,0.4864088397790055
E05000475,0.29633781763826605
E05000476,0.432299963239799
E05000477,0.3409355364207587
E05000478,0.3150397526501767
E05000479,0.30026290300262903
E05000480,0.43777592172771745
E05000481,0.4897364419665484
E05000482,0.3988516980210115
E05000483,0.41281180466096734
E05000484,0.3970457574411373
E05000485,0.4645398773006135
E05000486,0.43421217043608645
E05000487,0.42254519673874513
E05000488,0.4195970466775122
E05000489,0.3885764279465067
E05000490,0.3896572459410704
E05000491,0.3336439888164026
E05000492,0.37589586075764225
E05000493,0.46538649706457924
E05000494,0.37419594260267197
E05009317,0.47312117943185905
E05009318,0.37491161080469526
E05009319,0.4371362048894063
E05009320,0.5024038461538461
E05009321,0.4292866082603254
E05009322,0.44961715160796323
E05009323,0.30992297236067057
E05009324,0.3988787091480924
E05009325,0.41399787910922586
E05009326,0.44754051748649415
E05009327,0.4280511811023622
E05009328,0.4078327444051826
E05009332,0.47121535181236673
E05009333,0.4180816204944891
E05009329,0.4745120067406263
E05009330,0.4546461928130442
E05009331,0.4605456145497213
E05009334,0.46900584795321637
E05009335,0.42914228628514345
E05009336,0.4224484963296235
E05000146,0.3976188032433542
E05000147,0.4418526410227655
E05000148,0.3843023878359567
E05000149,0.3587978040383363
E05000150,0.4479396854283115
E05000151,0.41382575757575757
E05000152,0.449017265718319
E05000153,0.37765374264925744
E05000154,0.26589689380387055
E05000155,0.43263780002412255
E05000156,0.42186972662841715
E05000157,0.2758004225581017
E05000158,0.423001344503051
E05000159,0.42829719963866303
E05000160,0.4892682926829268
E05000161,0.33563808771236664
E05000162,0.49039709317415003
E05000163,0.46225777377196936
E05000164,0.41889137966170775
E05000165,0.3786099650904475
E05000166,0.42494538645584107
E05000167,0.3534815742770644
E05000168,0.3982356647763075
E05000169,0.37223612849395077
E05000555,0.38345059651269503
E05000556,0.3740344622697564
E05000557,0.45607566527733245
E05000558,0.4636118598382749
E05000559,0.4772151898734177
E05000560,0.46590558469608145
E05000561,0.46544387380777696
E05000562,0.28337136337706786
E05000563,0.4217687074829932
E05000564,0.37278022446370224
E05000565,0.40151398115247955
E05000566,0.39973351099267157
E05000567,0.42098932491354685
E05000568,0.3566009104704097
E05000569,0.41550099914359123
E05000570,0.4231117824773414
E05000571,0.31209745169420333
E05000572,0.43130947594156277
E05000170,0.4453954125299555
E05000171,0.5097911933354972
E05000172,0.45552164575562337
E05000173,0.472922192749779
E05000174,0.4578683671145525
E05000175,0.38318777292576417
E05000176,0.4519628099173554
E05000177,0.39306409913524115
E05000178,0.41117071631429475
E05000179,0.4500788821275637
E05000180,0.4685026564024721
E05000181,0.4375873561982582
E05000183,0.43138487324533836
E05000182,0.5282495667244368
E05000184,0.38650243246040783
E05000185,0.3950823088143363
E05000186,0.4183044540062798
E05000187,0.4159443660552308
E05000188,0.44458211308853346
E05000189,0.48778320746334963
E05000190,0.4687075540695852
E05000191,0.5192086496434323
E05000192,0.5420079569389188
E05000324,0.483092507075823
E05000325,0.3076242702989563
E05000326,0.30425709515859767
E05000327,0.48064902247639313
E05000328,0.38257622899813315
E05000329,0.5181292075115153
E05000330,0.35731462925851704
E05000331,0.3196788241698421
