,Turnout,name
E05000026,-0.9517638073610614,-0.5039681808197779
E05000027,-2.3954156298527565,0.0
E05000028,-1.7434502525504065,-0.6035283284292794
E05000029,-1.2827382168132877,-0.20528773799127314
E05000030,-1.9138557142976331,-0.3048478856007747
E05000031,-1.7548740079756835,-0.6035283284292794
E05000032,-1.0710010334131816,-0.3048478856007747
E05000033,-2.3186588737011244,-0.3048478856007747
E05000034,-2.086748710483346,-0.6035283284292794
E05000035,0.04425436425718418,0.0
E05000036,-2.457241255283513,-0.6035283284292794
E05000037,-2.294530886819634,0.0
E05000038,-2.1535698506056224,-0.6035283284292794
E05000039,-1.3202528569310135,-0.6035283284292794
E05000040,-2.1783162058029197,0.0
E05000041,-1.8921739630546721,-0.6035283284292794
E05000042,-1.3139186642112752,-0.6035283284292794
E05000043,-0.12314618194045794,-0.6035283284292794
E05000044,-1.3981601629966551,0.0
E05000045,0.2906406500885604,-0.4044080332102763
E05000046,-1.2985473358019968,-0.006167442772269997
E05000047,0.18935304693766183,-0.20528773799127314
E05000048,-0.059820912087702786,0.0
E05000049,1.3151631898703042,-0.006167442772269997
E05000050,0.5839622950664827,0.0
E05000051,1.2339687562118211,-0.5039681808197779
E05000052,1.9460490040024248,-0.6035283284292794
E05000053,0.3454103144018738,0.0
E05000054,0.4848085238193121,0.0
E05000055,-0.053364153470870784,-0.5039681808197779
E05000056,1.5814142399762423,-0.4044080332102763
E05000057,0.40338427001702365,-0.5039681808197779
E05000058,0.4453999373115432,-0.4044080332102763
E05000059,0.8167824034580713,-0.3048478856007747
E05000060,0.44003611700677064,-0.4044080332102763
E05000061,0.8004827994976641,-0.5039681808197779
E05000062,-0.5199527108020812,-0.6035283284292794
E05000063,0.40085784605621627,-0.3048478856007747
E05000064,-0.3576677799470901,0.0
E05000065,-1.0841631478798957,-0.6035283284292794
E05000066,0.15622500631444142,-0.6035283284292794
E05000067,0.2287070844069487,-0.6035283284292794
E05000068,0.9457281540744288,0.0
E05000069,-0.16173109430259955,-0.5039681808197779
E05000070,-1.169428840241621,0.0
E05000071,-1.4447914360271181,-0.6035283284292794
E05000072,-0.5796309892043892,0.0
E05000073,-0.126010331115787,-0.5039681808197779
E05000074,-0.45960562336490096,0.0
E05000075,-1.4578532365387216,-0.3048478856007747
E05000076,0.11304914296348102,-0.5039681808197779
E05000077,-0.7450870043608574,-0.6035283284292794
E05000078,0.589630483248187,-0.6035283284292794
E05000079,-2.1435210412151466,-0.6035283284292794
E05000080,-0.5278918968567035,0.0
E05000081,0.6877753988914523,-0.5039681808197779
E05000082,-0.32784425282687796,0.0
E05000083,0.6698724852134056,0.0
E05000084,-1.806876112352098,-0.5039681808197779
E05000085,0.8653199593783696,0.0
E05000086,-0.5713872411781082,0.0
E05000087,-0.06287693048528585,-0.6035283284292794
E05000088,-0.5888136628497503,-0.3048478856007747
E05000089,-0.11123000711127438,-0.6035283284292794
E05000090,-0.4448965953235538,0.0
E05000091,-1.3582968711074017,0.0
E05000092,-0.3881036140194233,-0.6035283284292794
E05000093,0.029797143297357637,0.0
E05000094,-0.006944013717820332,-0.4044080332102763
E05000095,-0.1858797945007812,-0.4044080332102763
E05000096,-0.31296246851679815,0.0
E05000097,-0.5007629135541009,0.0
E05000098,0.30764505512561113,-0.006167442772269997
E05000099,-0.23806408943936072,0.0
E05000100,-1.324735531473783,0.0
E05000101,0.03375110030893925,0.0
E05000102,-0.8368324833216685,0.0
E05000103,-0.6663175672384659,0.0
E05000104,0.2339457595142095,0.0
E05000105,-0.6541441827706009,-0.5039681808197779
E05000106,1.0689734129397055,-0.4044080332102763
E05000107,0.19901645830964745,-0.6035283284292794
E05000108,-0.16215699618067672,-0.20528773799127314
E05000109,0.30032082063219934,0.3920731476657363
E05000110,1.3591431696825262,-0.5039681808197779
E05000111,0.5671549743592278,-0.20528773799127314
E05000112,1.252340568535041,-0.5039681808197779
E05000113,0.7981044886206526,-0.006167442772269997
E05000114,-1.4496117678747809,-0.6035283284292794
E05000115,-1.8598650851962988,-0.6035283284292794
E05000116,0.1635982829428111,0.09339270483723157
E05000117,0.9331031518596603,-0.3048478856007747
E05000118,1.3750689492814538,-0.5039681808197779
E05000119,0.9896991059027369,-0.4044080332102763
E05000120,0.7411047752284133,-0.20528773799127314
E05000121,-0.8414709582807064,-0.5039681808197779
E05000122,0.5143313020356697,-0.6035283284292794
E05000123,0.6953367510481697,-0.4044080332102763
E05000124,2.2670022418184534,0.0
E05000125,0.3148957714149982,-0.6035283284292794
E05000126,1.5870701316005447,0.0
E05000127,1.2553595584258506,-0.6035283284292794
E05000128,0.07088013807023348,-0.20528773799127314
E05000129,-0.5021978637785146,2.6819565426842726
E05000130,0.16018204592198812,1.7859152141987582
E05000131,0.199892542187981,-0.006167442772269997
E05000132,0.07683076689373265,-0.4044080332102763
E05000133,-0.07819468290143401,-0.006167442772269997
E05000134,0.5771320882168558,0.690753590494241
E05000135,0.622753306704711,0.09339270483723157
E05000136,0.07397637420595236,-0.20528773799127314
E05000137,1.806277459792098,0.49163329527523786
E05000138,-0.25542932843948685,3.976238461607793
E05000139,0.9981032395284561,1.387674623760752
E05000140,-0.487770157830981,-0.3048478856007747
E05000141,-0.3822566509085658,1.5867949189797552
E05000142,-0.40307684951064765,-0.006167442772269997
E05000143,-0.33398262424338865,2.2837159522462662
E05000144,-0.21167339164892443,-0.10572759038177157
E05000145,0.1936163547382848,0.09339270483723157
E05000146,-0.4054629977773205,-0.5039681808197779
E05000147,0.3225564092262978,-0.6035283284292794
E05000148,-0.6246302537738083,-0.6035283284292794
E05000149,-1.0443955941635166,-0.10572759038177157
E05000150,0.42273958755754604,-0.6035283284292794
E05000151,-0.13872201678328797,-0.10572759038177157
E05000152,0.4404748645109553,-0.6035283284292794
E05000153,-0.7340564977804093,1.4872347713702536
E05000154,-2.57339847915561,0.0
E05000155,0.1708946177959556,-0.6035283284292794
E05000156,-0.00633093625175775,-0.4044080332102763
E05000157,-2.4104019703097372,0.0
E05000158,0.012293714364225642,-0.5039681808197779
E05000159,0.09945516154934511,-0.3048478856007747
E05000160,1.1029434689353226,-0.4044080332102763
E05000161,-1.4255681035461927,-0.006167442772269997
E05000162,1.1215217498510286,-0.5039681808197779
E05000163,0.6583928048378939,-0.6035283284292794
E05000164,-0.05534984352740178,-0.3048478856007747
E05000165,-0.7183185801692283,-0.6035283284292794
E05000166,0.04428958767547381,-0.5039681808197779
E05000167,-1.1318923756455337,-0.20528773799127314
E05000168,-0.39531042703128755,-0.5039681808197779
E05000169,-0.8232219069495077,-0.6035283284292794
E05000170,0.3808648568151317,0.0
E05000171,1.4407181390326291,0.0
E05000172,0.5475267310322145,0.0
E05000173,0.8339123701756491,0.0
E05000174,0.5861500741083935,0.0
E05000175,-0.6429750623342236,0.0
E05000176,0.4889538898168617,0.0
E05000177,-0.48042626459584536,0.0
